sentiment,review
1,Det er filmens politiske manifest .
2,"Stemningen er mørk og velgjørende da Keira Knightley ror rundt i Singapores brakkvann , og sjørøvere i US-marine-aktige hjelmer ramboer sjøen ."
2,"Keira er filmens Pippi , og starten med Sao Feng er fiks og forventningsfull ."
2,"Det er også overraskende surrealistisk å følge en litt chapliniøs kaptein Sparrow i en alternativ-sartresk Intethet der samværet med seg sjøl er helvete , ikke de andre ."
2,Det er fantastisk når sjørøverne seiler over Verdens Ende og driver mellom isfjellene i det evige ødeland .
2,Veldig mye er bra .
0,MEN ALLE har forskjellige ting fore :
1,"Elizabeth Swann må tilbakebringe Sparrow fordi hun forrådte ham , Sparrow skal vel egentlig bare befri seg sjøl , Will Turner skal redde sin skjellskadde svenske pappa , tinnsoldaten skal bringe alle frie røvere til Guantánamo , kaptein Barbossa skal."
1,"æh. og Tia Dalma skal altså ha havet tilbake , mens Davy Jones bare skal forsøke å holde hjertet sitt bankende , mens Broderskapets fargerike brødre vil diskutere Calypsos fortsatte guddommelighet i noe som likner en håndfast statskirke-diskusjon mellom Ap og KrF ."
1,"Midt oppi det har Billy og Bettan et slags humanetisk fektebryllup , men får de bryllupsnatt ?"
2,SETT BITVIS er filmen glimrende .
2,Alt er visuelt imponerende i « At world's end » .
2,Alt skvetter friskere enn før .
2,Sjøslagene flerrer flere trefliser enn en gammeldanslørdag på piggsko ( sjelden ting ) .
0,Men det er en form for filmunderholdning som forutsetter at man liker handlinger som beveger seg i episoder og får deg til å føle at filmen begynner fem ganger .
1,"GORE VERBINSKI er en nå 43 år gammel regissør fra Oak Ridge i Tennessee , og han ble kjent for to ting :"
1,"Han fant opp Budweiser-froskene , og han debuterte med komedien « The mexican » og grøsseren « The Ring » ."
1,Noen få vil huske komedien « Mousehunt » fra 1997 .
1,Han er sønn av en polskætta kjernefysiker .
1,"JOHNNY DEPP er en 44 år gammel skuespiller fra Kentucky , og han debuterte faktisk i « A nightmare on Elm Street » i 1984 ."
1,"Han var med i « Platoon » , spilte komedien « Cry-baby » ( 1990 ) , ble kjent i TV-serien « 21 Jump Street » og fikk gjennombruddet som « Edvard Saksehånd » i 1990 ."
2,Etter det har han gjort så fantastiske roller at de ikke kan oppsummeres .
1,ORLANDO BLOOM er en 30 år gammel Canterbury-mann ! som fikk sitt gjennombrudd som !Legolas i « Ringenes herre » .
1,KEIRA KNIGHTLEY er 22 år og fra Middlesex .
1,Før Pirates-filmene ! ble hun lagt merke til i « Bend it like Beckham » .
1,! Hun var også Sabé i « Star Wars episode 1 » i 1999 .
1,Konsertanmeldelse Manic Street Preachers :
0,Mer panisk enn manisk
1,KONSERT :
1,"Manic Street Preachers STED : Norwegian Wood-festivalen , Oslo PUBLIKUM : ca. 3500"
2,Deres dødsforaktende omgang med rockklisjeene er en viktig årsak til deres vedvarende storhet .
0,Fullt så morsomt blir det ikke når spøkelset trer frem i noe så prosaisk som tekniske problemer .
0,Første halvdel av konserten fortoner seg dermed som noe av en betalt øving med folk til stede .
2,"Manics' himmelskrapende musikk , drevet av Bradfields følsomme stemme og ulende gitarspill , er som skapt for massenes hyllest , og når den uteblir ser de litt forkomne ut der oppe på scenen ."
2,Enkelte se- og hørverdige øyeblikk blir det likevel .
2,"« ( It's Not War ) Just The End Of Love » får det uimotståelige suget som er bandets varemerke , tidlige perler som « Motown Junk » og « You Love Us » har glampunkrustningen intakt , og kraftballadehitene « A Design For Life » og « If You Tolerate This Your Children Will Be Next » gjør jobben både på scene og i amfi ."
1,"En vakker dag vil noen kanskje få dem til Norge på riktig tidspunkt , til riktig sted ."
0,"Den dagen ser jeg frem til , for den fant ikke sted denne kvelden ."
1,Anmeldelse av « The Earth is Trembling » :
2,Godt ment .
0,Men ikke så bra .
1,Diverse artister / Gift To Japan - « The Earth Is Trembling » ( daWorks )
1,Det er noe eget ved veldedighetssanger .
0,"Følgelig blir det veldig sjelden stor musikk av det , bare store fakter ."
2,« The Earth Is Trembling » er imidlertid langt i fra det verste som har kommet ut av norske artisters behov for å « gjøre noe » med en katastrofe som dominerer nyhetsbildet .
2,"Den starter noenlunde smakfullt , som en dempet og akustisk drevet poplåt med en slags stille verdighet ."
0,Dette varer ikke så lenge dog .
0,Kjapt går vi over i det forventede hylekoret - bokstavelig talt - hvor « every child belongs to you and me » og vi alle må « understand » .
0,Det suser i mål på en bølge av selvfornøyd pseudogospelsang av typen man må holde ut for at alle de bidragytende artistene skal få sin plass .
1,Hvorvidt japanerne trenger dette får bli opp til dem selv å avgjøre .
1,THOMAS TALSETH
1,Nicolas Cage i helvete
1,Nicolas Cage kommer kjørende ut av ildfengselet for å redde det barnet som skal ofres til Djevelen .
1,"Han har fin bil , og han er forbannet i dobbelt forstand ."
1,""" Drive angry "" :"
1,Amerikansk grøsser-action .
1,2011 .
1,"1 time , 44 minutter ."
1,15 år .
1,Regi : Patrick Lussier .
1,Med :
1,"Nicolas Cage , Amber Heard , William Fichtner , Billy Burke , David Morse ."
1,"Den okkulte oktan-filmen "" Drive angry "" er som en ny bibeloversettelse :"
1,Ingen kommer ut av den som jomfru .
2,Nicolas Cage rømmer fra Det Ytterste Fengsel i en bil som vil få motorvei-erotikerne til å utvikle fuktig mekanikersprekk av begeistring .
1,"Han er svart i tøyet som en deathmetal-sjåfør og skal hente et barn som ble kidnappa av den nye Messias , en mann som ser ut som om han kanskje ble gjenfødt for å overta "" Huset på prærien "" ."
1,Bak redningsmannen kommer William Fichtner gjennom høstløvet .
2,Han snuser at Nic var her og er så velkledd at han antakelig er djevelens utsending på jorden .
2,""" Drive angry "" er en hemningsløst gladvulgær grapsefilm der Cage for eksempel får elektrosjokk mens han har sex med motelldame sånn at mannen blir en vibrerende dildo ."
1,Amber Heard skal egentlig gifte seg med en mann som burde bli holdt i bånd og spise svineører — men den friske highway-sugga havner som frelser-venninne på veien og kan være fremtidig adoptivmor .
1,Som dere skjønner :
2,"Det er Highway to Hell , det er Wheels of fire , det er sprut-voldelig roadmovie i de strøkene der buffaloene streifet før rånene overtok ."
1,"Regissør Lussier ( tidligere klipper ) er han som skal lage "" Halloween III "" ."
0,Apotekene er varsla .
1,Følg meg på Twitter :
1,@arilabra
1,Knut om Knut
1,Jensensk om det hamsunske .
0,Ikke for enhver smak .
1,TV :
1,Knut Erik Jensen og Per Kristian Olsen skulle lage film om Knud Pedersen .
1,Men Jensen og Olsen ble ikke enige og har derfor laget hver sin film om Pedersen .
1,Olsens kommer i tredeler i desember .
1,"Jensens kan du se i kveld , på det lille lerret av plasma ."
1,Den er allerede vist for de hamsunske blodfans på Hamarøy under åpningen av Hamsunklossen .
1,"Knut Erik Jensen er mest kjent for sin minst poetiske film , den dokumentariske « feel good » -farsotten « Heftig og begeistret » og mindre kjent for sine dvelende fiksjonsfilmer , selv om « Brent av frost » har brent seg fast på et stort antall netthinner etter at Gørild Mauseth følte seg brent av NRK og tok rettslige skritt ."
2,"Kritikerne berømmer gjerne Jensen for hans kompromissløse mangel på publikumsfrieri , seinest i « Iskyss » , anti-actionfilmen om spionen Gunvor Galtung Haavik ."
1,Ubeskjeden
0,"Den som i utgangspunktet har opparbeidet en viss skepsis til Knut Erik Jensen poetiske utskeielser på kinolerretet , vil uten anstrengelse finne ting å mislike i den nesten to timer lange « Drømt og opplevet » ."
2,Fans vil trolig digge den .
1,Til Dagsavisen sier Jensen :
1,« Jeg ville finne en tone i meg selv og Hamsunsom klinger sammen – finne et eget språk . »
1,"I samme åndedrag er han selvironisk om sin hang til det pretensiøse , uten at det nødvendigvis vil sjarmere de troløse i senk ."
1,I « Drømt og opplevet » assosierer Jensen i vei om sin opplevelse av Hamsun .
0,"Her er det mye triksing med kamera , pussige lydeffekter , nordlandske tinder og intervjuobjekter som tydeligvis blir bedt om posere naturlig foran kamera , gjerne i sakte film , mens en hamsunsk skikkelse i hatt og sliten dress vandrer blant dem som en dårlig instruert statist ."
1,"Jensen bruker mye tid på å se seg omkring i blant annet USA og Kaukasus , der folk filmes uten lyd , med musikk :"
0,"Bare stå stille , takk , så bruker vi dere som pittoresk tapet på NRK i beste sendetid ."
1,Og hvem har Jensen valgt til å være stemmen som leser fra Hamsuns tekster gjennom hele filmen ?
1,"Jo , Knut Erik Jensen ."
0,Lite nytt
0,Og muligens fordi den som er ute etter hamsunsk poesi i over hundre år har kunnet finne den annet sted .
1,Kappspill i kapasitatorene
2,Ti års oppspart energi har ført til det som blir et av 2015s beste rockalbum .
1,"Sleater-Kinneys ekstreme kultstatus , opparbeidet over et drøyt tiår fra midten av nittitallet , nådde aldri oss med den kraften det gjorde i USA ."
1,"Egentlig ikke godt å si hva dette skyldes , kan hende var det den relative anonymiteten til Carrie Brownstein , Janet Weiss og Corin Tucker , kanskje er deres temmelig insisterende blanding av Led Zeppelin , Sonic Youth og PJ Harvey i utakt med den skandinaviske pulsen ."
2,Uansett er det ingen tvil om at trioen er et av de mest spennende bandene fra denne scenen - eller var .
1,"2005s The Woods var ment å være deres siste , grunnet indre stridigheter og andre prioriteringer ."
2,Når de nå er tilbake er det derimot med en fargesprakende halvtime med fokuserte riff og svært stor sprengkraft .
2,"Førstesingel "" Bury Our Friends "" er et usedvanlig innyndende forsøk på en radiohit , med "" Take Me Out "" -riffing og åpen produksjon signert John Goodmanson ( Blonde Redhead , Pavement , Soundgarden ) , og de uoverensstemmelser de måtte ha hatt for ti år siden er omformet til et driv som bobler opp gjennom alle låtene på det som er trioens blideste album så langt ."
2,"No Cities To Love er blottet for nonsens og pauser , og tilbake står en halvtime med hook etter hook , på et manér som mer enn overgår elegansen og riffstyrken de hadde på toppen av karrieren ."
2,"Albumet bæres i hovedsak av Carrie Brownsteins dramatiske vibrato , de store gitarriffene og en hvileløs energi ."
1,"Hør eksempelvis "" No Anthems "" , en låt som i mine ører er akkurat dét :"
2,"Sexy , streng og innehaver av årets beste rockrefreng ."
2,"Man kan se No Cities To Love som et album som løselig takler tema som forventninger , identitet og forbruk ( "" Surface Envy "" , "" A New Wave "" og "" Price Tag "" , henholdsvis ) - men der ordene som sies ikke blir så viktige som formidlingen , og vokalprestasjonene her er enorme ."
2,Et kjerneeksempel på effektiv rock helt i toppsjiktet .
1,The Spirit
2,Morsom tegneseriefiks
2,"Jeg ble stormforelsket i filmatiseringen av Frank Millers tegneserie ” Sin City ” , som han selv co-regisserte med Robert Rodriguez ."
1,Nå har Miller regissert film på egen hånd av Will Eisners tegneserie ” The Spirit ” .
1,"Dette er en nær slektning av ” Sin City ” , med det samme visuelle uttrykket og de samme digitale teknikkene ."
2,"Og selv om ” The Spirit ” på langt nær er like god og original , er dette likevel en morsom tegneseriefiks på kino !"
1,Jakter superskurk
1,The Spirit ( Gabriel Macht ) bekjemper kriminalitet i Central City .
2,"Han går på der purken stopper , og er åpenbart en tøffing som tåler mye og leges raskt ."
1,Nå jakter han superskurken The Octopus ( Samuel L. Jackson ) som er ute etter en krukke med et spesielt innhold som kan gjøre ham udødelig .
1,"Men krukken er i hende hos The Spirits gamle flamme , Sand Saref ( Eva Mendes ) , som dukker opp etter mange år utenbys ."
2,Strålende visuelle effekter
2,Det som først gjør seg bemerket i filmen er de visuelle effektene .
2,"De er , for det meste , strålende utført , i en minimalt troverdig stil ."
1,"Dette er et lekeunivers , født i tegneserieruta , og overført til filmens verden med sterk overdrevenhet ."
2,"Fotograf Bill Pope ( Matrix-filmene ) har fokusert på det mørke i sine bilder , bare forstyrret av enkelte tilfeller av slående fargebruk , som for eksempel The Spirits knallrøde slips ."
2,"Filmen ser veldig bra ut , og det synes å ha vært det viktigste i denne produksjonen ."
0,Litt anonym helt
0,Figurene er ikke like gode .
0,Eva Mendes er aldri bedre enn middelmådig i sine filmer .
2,Action veier opp
0,"Dialogen er heller ikke den beste , og er både dårlig skrevet og fremført i noen sekvenser ."
2,Men heldigvis er ikke dette en snakkefilm .
2,"Det er en actionfilm , og actionscenene gjennomføres med en stor porsjon slapstickhumor som i alle fall fikk meg til å le , selv om jeg visste jeg kanskje ikke burde ."
1,Toppmat av Adam
2,Vi har testet det populære middagsabonnementet fra Vestlandet .
1,« Å lage festmat en gang i blandt er vel ingen kunst .
1,"Hverdagsmat , derimot , skal være god , næringsrik og variert ."
1,Dessuten skal den gå fort å lage og helst uten å inneholde halvfabrikat – da kan vi snakke om utfordring !
1,"Å inspirere familier til å spise god og sunn mat , og spare tid der det trengs mest – det er tanken Adam har , bak ToppMat.no . »"
0,Ironisk nok var en ferdig nan og et glass Tikka masala-saus det første vi tok ut fra middagspakken vi fikk fra Toppmat .
0,Og maten vi laget med dette ble faktisk så lite vellykket at vi gjorde noe vi ikke har gjort på flere år :
0,Kastet nesten alt sammen .
2,Heldigvis ble det bedre .
1,Dette er Toppmat av Adam
2,"På nettsidene heter det at Toppmat av Adam kun leverer i Bergen , Os , Sandnes og Stavanger , men du kan sjekke postnummeret ditt , og nå leverer de også til hovedstaden ."
2,Toppmat har fem ulike kasser .
2,Du kan bestille fem eller tre middager til fire eller to personer .
2,"Etter at vi testet har de også introdusert "" barnekassen "" , som leverer tre middager til fire personer ."
2,"Den skal være ekstra barnevennlig , med enkle oppskrifter og næringsrik mat ."
1,Ferdigmat på menyen ?
1,"Vi har smakt på ti av årets nyheter , se hvilke du bør velge , og hvilke du godt kan styre unna ."
1,Slik testet vi
1,"Vi har bestilt en ukemeny med fem middager til to personer , og laget alle sammen ."
1,"Vi har sett på alt fra bestilling til levering , kvalitet på råvarer , hvor lett det er å følge oppskriftene , sammensetningen av ukemenyen , samt hvordan maten smakte ."
1,"Rettene vi laget var indiske kjøttboller i tikka masala-gryte , ratatouille med pølse , soyaglasert laks med ris og mangosalsa , kinesiske kyllingklubber med miassalat , og en tomatisert fiskegryte ."
1,Bestilling og levering
2,Den første biten gikk relativt smertefritt .
1,"Vi bestilte og registrerte oss , og like etter fikk vi en sms med passord og brukernavn ."
1,"Søndag kveld fikk vi tekstmelding med påminnelse om levering , og at vi ville bli trukket for matkassen to dager senere ."
2,De ga oss et vink når de nærmet seg .
1,"Toppmat skulle komme mellom fem og ti , og kom kvart på ti ."
2,"Innenfor fristen , men Kolonial.nos tekstmelding et kvarter før de kom var den lille detaljen som gjorde oss ekstra fornøyd ."
0,"Tirsdag fikk vi en tekstmelding med tips til bulguren , men for å være helt ærlig sa ikke meldingen så mye mer enn det som allerede sto på pakken ."
0,"Om vi først skal få en SMS med tips til maten , hadde det vært stas om den ga oss noe ekstra , for eksempel tips til krydder som kunne passe til , eller når vi burde krydre ."
1,Før vi koker opp vannet ?
1,Når vi heller i bulguren ?
1,Før vi serverer ? .
1,Dette fikk vi
1,Aller først må vi nevne innpakningen :
2,"Toppmatkassen var inndelt akkurat slik vi liker at handleposene pakkes , med tørrvarer , kjølevarer , grønnsaker og andre ingredienser for seg ."
2,"Et praktisk lite pappkryss delte kartongen i fire , og kjølevarene fikk selskap av en liten frysepose ."
2,"Dette gjorde det ekstra praktisk å pakke ut av kassen , og se hva som må i kjøleskapet med en gang og så videre ."
2,"Med unntak av eksempelet over , og en pakke ferdigkokte sous-vide-poteter , var det meste ferske og fine råvarer ."
2,Per i dag har du tilgang til menyheftet for de tre siste pakkene når du logger inn .
1,Slik var maten
2,"De aller fleste rettene var ganske rett frem å tilberede , og oppskriftene var lette å følge ."
0,"Vi vet det er lite friske grønnsaker i sesongen , men det ble litt i overkant mye bearbeidete grønnsaker ."
0,"Fiskegryten kunne blant annet godt hatt en salat ved siden av , i det minste noe mer enn bare løk i gryten ."
2,"Pluss for morsomme nye salatvarianter , med en frisk mangosalat til laksen , og en forbausende frisk maissalat , som forsvant til tross for at middagsgjestene ikke i utgangspunktet liker hermetisk mais ."
0,"Vi må også trekke frem den eneste halvfabrikataretten , der omtrent alt gikk galt ."
0,"Det var altfor lite saus i oppskriften ( men heldigvis fikk vi med dobbelt så mye saus , så vi brukte bare hele glasset ) , ingrediensene ble ikke ferdig samtidig , til tross for at vi hadde prøvd å tilpasse størrelsen på kjøttbollene for å garantere at de ble gjennomstekt ."
0,"Derfor endte vi opp med en grøt av en gryte , der broccolien nærmest gikk i oppløsning før potetbitene , og kjøttbollene var halvferdige ."
0,Middagen var faktisk så lite vellykket at vi gjorde noe vi ikke har gjort på flere år :
0,"Kastet den , etter å ha trykket i oss noen munnfuller for testens skyld ."
1,Vi må også kommentere et par småting .
1,"Det er pirk , men det bør uansett nevnes :"
0,"Når retten sier bruk 450 gram poteter , men vi får med 400 gram i kassen - er det da skrivefeil i menyen , eller får vi bevisst for lite mat ?"
0,"Og når det står "" kok risen etter anvisning på pakken "" og pakken er helt blank , fikser vi det relativt greit ."
0,"Det var ikke store ting , men det vitner om litt hastverksarbeid eller slurv ."
0,"De fleste kan koke ris , men hadde det vært bulguren som ikke hadde bruksanvisning er det nok noen som ville fått seg en utfordring både med tids- og mengdeberegning ."
0,Pass på holdbarheten !
0,Vi stusset også litt over holdbarheten på råvarene .
0,"Når fem middager blir levert fem på tid mandag kveld , vil det si at råvarene som blir levert burde holde til og med lørdag ."
1,"I tillegg er det ikke alltid man er hjemme til middag fem dager i uken , så da må ukemenyen strekkes til søndag ."
0,Torsdag oppdaget vi at hovedingrediensen i tre av middagene måtte spises innen fredag .
0,"Vi har tidligere testet seks ulike middagsabonnementer , og dette er første gang vi har opplevd at råvarene går ut på dato før det har gått en uke ."
0,"Det skal sies at vi ikke hadde laget rettene i rekkefølge , men for eksempel lyren og steinbiten til fiskegryten som var foreslått som siste rett ( altså lørdag om vi skulle laget og servert kronologisk ) gikk ut på dato fredagen ."
0,De sang på siste verset .
1,I fjor testet vi fem ulike middagsabonnementer .
1,Se hvilke som falt i smak .
1,Konklusjon :
1,"Det er dessverre sånn med tester at det er lettere å trekke frem det som er bra og det som er dårlig , enn det som bare er greit ."
2,For i hovedsak er Toppmat av Adam helt greit .
2,"Det er fine råvarer , varierte oppskrifter , og såpass godt planlagt at man ikke sitter igjen med mye rester man må kaste fordi man ikke får spist det opp ."
2,"Legg til litt flere grønnsaker som kan spises rå , og dropp ferdigsausen , så lukter dette på terningkast fem ."
2,Vi lander imidlertid på fire øyne på terningen denne gangen .
0,Lite tight Tempah
2,Festivalens hittil lengste time er over .
0,Tinie Tempah skuffer .
0,Londonrapper Tinie Tempah utnytter ikke eget potensiale når han onsdag kveld fyller Amfiscenen på Hovefestivalen .
0,For bandet river ned mer enn de bygger opp .
0,"I første halvdel er det hele temmelig energiløst , godt hjulet av Tinie Tempah selv som tidvis mangler både karisma og flyt ."
0,Hiphop-acts med liveband feiler desverre altfor ofte - og dette er et godt eksempel akkurat dét .
2,"Etter å konstant ha bedt folk om å hive hendene i været virker briten midtveis ut i settet mer komfortabel på scenen og får endelig amfiet til å reise seg under en brukbar versjon av "" Written in the Stars "" ."
2,"Det er selvsagt stas å se flere tusen av de oppmøtte tilskuerne hoppe med hendene i været , og klart - store deler av repertoaret er i utgangspunktet sterkt nok til å sørge for akkurat dette ."
2,"Folk er sulten på en fest , og når både "" Written in the Stars "" og "" Frisky "" fungerer bra nok , hiver de seg inn i festen ."
0,Tinie Tempah gjør ingen stor konsert på Hovefestivalen i kveld .
1,Gammelt nag og nye koster
1,"For at gammel actionhelt-filmserien "" The Expendables "" skal kunne leve videre , har Stallone & co i treeren tatt et skritt ut av fortiden og et langt inn i fremtiden ."
1,"Akkurat da du tror at det ikke går an å rote fram flere fordums actionhelter fra 80— og 90-tallet til den oldis all star-orgien de to første "" The Expendables "" -filmen har vært , så dukker både Mel Gibson , Wesley Snipes og Harrison Ford opp i treeren ."
2,"Som faktisk viser seg å være den beste filmen i action-franchisen hittil , og som også legger et fint fundament for "" Expendables "" 4,5,6 osv ."
1,Actionnostalgi
0,"Stempelet som "" Sex and the city for ekte mannfolk som har levd en stund "" gjelder fortsatt for serien ."
2,Men aldri tidligere har selvironien på det fordums actionheltsyndromet vært tydeligere enn nå .
1,"Og etter et på mange måter sjokkerende raid i Mogadishu , innser også teamsjefen Barney ( Stallone ) at teamet hans begynner å bli vel slitt , og hører fortiden til ."
1,"For å få has på en gammel erkefiende må han derfor manne opp med ungt , friskt , frekt blod ."
1,"Hacking , kvinnelist og ung sult kommer godt med når nye frilansoppdrag for CIA skal løses ."
2,"Dermed får vi i tillegg til den tradisjonelle actionspenningen og enkelte imponerende stunt også en maktkamp mellom det unge , moderne og det eldre , erfarne ."
2,"Det er denne konflikten , i tillegg til mer innblikk i leiesoldatteamets brokete fortid , som gjør "" Expendables 3 "" til den mest engasjerende av de tre i serien ."
0,Actionklisjeer
2,"At en mellomgammel fyr som Antonio "" Zorro "" Banderas er hentet inn som humoralibi som den mer enn maniske Galgo , er bare sånn passe vellykket ."
0,"Musikken forteller hva som skal skje før det gjør det , replikkene og dialogen er karikert og tidvis pinlig , og også denne gangen er en ung , sexy actionbabe kvinnekvotert inn ."
2,"Så her er altså fortsatt nok av gammel "" Expendables "" -sjel også ."
1,Hairspray
2,Jeg liker musikaler .
2,"Så da vil det ikke komme som en overraskelse at jeg også liker ” Hairspray ” , den nye musikalen basert på en sceneversjon av John Waters-filmen fra 1988 !"
2,2007-utgaven bobler av tonelykke og satte meg i et sorgløst 60-talls-univers .
0,Men låtene burde vært bedre og handlingen litt frekkere .
1,Dansedrøm
1,Vi møter korpulente Tracy Turnblad som drømmer om å danse i ” Corny Collins Show ” på lokal-tv i Baltimore .
1,"Mot alle odds får hun sjansen , men tv-produsenten Velma von Tussle vil ødelegge for henne ."
1,"Tracy er nemlig en konkurrent til en annen danser , Velmas egen datter ."
1,Tracy må stole på venner og familie for å oppfylle drømmen !
1,Travolta i drag
2,Nykommer Nikki Blonsky stråler som en sol i hovedrollen !
1,"Hun er nesten identisk med Ricki Lake , som spilte samme rolle for snart 20 år siden ( hun gjør for øvrig en kameo her , i likhet med regissør John Waters ) ."
2,"” Hairspray ” vekker automatisk assosiasjoner til ” Grease ” , og derfor er det nesten genialt å få oppleve John Travolta i drag !"
2,Han er utrolig morsom som en smule overvektig Edna Turnblad .
2,"Stort pluss i margen til Travolta , og ikke minst de som står for maskeringen av ham !"
2,Michelle Pfeiffer er også veldig god som tv-produsent med spisse albuer .
0,"Hennes første hovedrolle var for øvrig i kalkunfilmen ” Grease 2 ” i 1982 , og hun har aldri gjort en musikal siden ."
1,Før nå !
0,Ingen hits
2,"Regissør Adam Shankman har laget en leken , fartsfylt og musikalsk musikal ."
2,"Marc Shaiman har komponert et godt soundtrack , som effektivt kanaliserer det glade 60-tallet , blant annet inspirert av Phil Spectors musikk ."
0,Men filmen har ingen hits .
0,Ingen låter som jeg brenner etter å høre om igjen .
1,Det virker å være vanskelig å lage hits til musikaler i dag .
0,Ikke engang Beyoncé greide det i ” Dreamgirls ” .
0,"Shaiman greier det heller ikke , og låtene blir derfor litt anonyme og sjelløse ."
2,Sorgløst sukkerspinn
2,"Historien er sorgløst sukkerspinn , selv når det brygger opp til rasebråk med Tracy i fokus ."
2,Men ” Hairspray ” er for søt til å skildre det for alvorlig og seriøst .
2,Det hadde kanskje heller ikke fungert i denne filmen .
2,Det rykker i både fot og smilebånd !
1,United 93
2,Urovekkende realistisk om 9 / 11-kapringen .
2,United 93 er så god at jeg aldri vil se den igjen .
2,Den river og sliter i deg slik at du er totalt utmattet når det hele er over .
2,"Innen da har du følt hjerteskjærende avmakt , bunnløs desperasjon , kjent på din egen dødsangst , og du har tatt farvel med dine nærmeste ."
1,Du blir én av passasjerene
1,Regissør Paul Greengrass syntes åpenbart ikke det var nok å vise deg hvordan det må ha vært for passasjerene om bord i det kaprede flyet .
1,Han gjør deg til en av dem !
2,Dette er en særdeles sterk film som slett ikke var det jeg trengte nå .
1,Jeg skal sitte på 8 fly den neste måneden …
1,United 93 var det fjerde kaprede flyet som aldri traff sitt mål 11. september 2001 .
1,I stedet gikk det i bakken ved Shanksville i Pennsylvania etter at noen av passasjerene bestemte seg for å overmanne terroristene .
2,"Filmen viser hvordan en rutineflyging ble til det verst tenkelige marerittet , samtidig som viser forvirringen i flykontrollene mens dramaet foregikk ."
1,Den stiller ingen spørsmål og gir ingen svar .
2,Den bare skildrer – brutalt godt .
2,Urovekkende realistisk
2,Filmen er urovekkende realistisk .
2,For det første er settingen svært nær .
1,Vi vet godt hvordan innsiden av et fly ser ut .
1,"Vi har gått ned den samme midtgangen , sittet i de samme setene og fått den samme flymaten ."
1,"Passasjerene er for oss ukjente , anonyme fjes ."
1,"Regissør Greengrass , som også har skrevet manus , forsøker aldri å utdype noens bakgrunn eller personligheter ."
1,Det er akkurat som når vi flyr med fremmede .
1,"Vi vet ingenting om dem , heller ."
1,Dessuten spiller mange seg selv i Boston og New Yorks luftfartskontroller og i NORADs kontrollrom .
2,De gjenskaper hva de opplevde 11. september og øker troverdigheten .
1,"Jeg trodde jeg så utrolige flinke , men ukjente skuespillere før jeg leste rulleteksten og så flere ” himself ” og ” herself ” ."
1,Fryktelig vond å se
1,Regissør Paul Greengrass ville fortelle denne historien for å hedre de døde .
1,Etterteksten dediserer filmen til dem .
2,"Jeg har ingen betenkeligheter av at noen lager film om denne tragedien , når den er helt fri for amerikansk flaggveiving og selvgodhet ."
2,Dette er en knallsterk film som må være en av årets aller beste .
2,"Det gjorde fryktelig vondt å se den , noe som i denne sammenhengen er bra ."
1,Vi visste jo at United 93 umulig kunne ha en særlig happy ending .
1,"Se , der skyter bestefar"
0,Både leddene og replikkene til Arnold Schwarzenegger er litt støle i « The Last Stand » .
2,Det kan tilgis .
1,FILM :
2,« The Last Stand » er så bredbent at hoftene neste går av ledd :
2,Ujålete bruksaction med Arnold Schwarzenegger som en innbitt urokkelighet i kuleregnet .
0,Arnold er blitt støl både i kroppen og onelinerne siden glansdagene .
1,"Vitsene om aldring er tallrike , men « The Last Stand » preges først og fremst av gutteaktige entusiasme overfor raske biler og tunge håndvåpen ."
1,Stadig større skyter
0,En innvending er da også at for mange av konfrontasjonene løses ved å gripe til en enda større skyter .
0,Det virker uoppfinnsomt .
0,"Skjønt , oppfinnsomhet er kanskje ikke det viktigste kvalitetskriteriet her ."
1,En meksikansk narkobaron er på rømmen fra FBI.
1,"Skjebnen og Hollywood-logikken vil ha det til at han setter kurs mot Sommerton , en solbadet småby med søvn i øynene , for å krysse grensen der ."
0,"Sheriff Owens ( Schwarzenegger ) og hans skranglete team av landsens politifolk bestemmer seg for å stanse ham , til tross for advarslene fra de lett nedlatende dressene i FBI."
1,Impulskontroll
1,Noe så konvensjonelt erkeamerikansk er selvsagt frontet av en innvandrer og regissert av en utlending .
0,"Regissør Jee-woon Kim tok ut all sin maniske kjærlighet til amerikansk sjangerfilm i « The Good , The Bad and the Weird » , en lett epileptisk koreansk spaghettiwestern ."
1,Også « The Last Stand » er langt på vei en western .
2,"Men selv om både Jee-woons inspirasjonskilder og forkjærlighet for sprutende skuddvekslinger er høyst synlig også her , har han fått bedre impulskontroll siden sist ."
0,"Klisjeene regner i « The Last Stand » , og særlig Peter Stormare burde tatt seg bryet med å gjøre skurken han spiller til noe mer enn en doven kombinasjon av tics og truende uttrykksløshet ."
2,"Men årets Arnold-epos vippes opp på fireren fordi den er et stykke gammeldags , jovial og skikkelig underholdning , som aldri tar seg selv høytidelig ."
2,Begge de nevnte bena er godt plantet i bakken .
1,Bokanmeldelse :
1,Jo Nesbø :
1,« Gjenferd »
1,NB .
1,Denne anmeldelsen sto første gang på trykk i 2011 .
1,"Dop , drap og desperasjon ."
1,Harry Hole får virkelig kjørt seg i Jo Nesbøs nye bok .
2,"Det hele skrevet i et knapt , kontant og effektivt språk ."
1,Det er velkjente grep
1,Jo Nesbø benytter seg av i sin nye Harry Hole-bok .
1,"Nok en gang vender Hole tilbake til Oslo fra frivillig eksil i Hong Kong , og nok en gang er det en av hans nærmeste som først og fremst motiverer tilbakekomsten ."
1,Narkodrap
